Tweet,Correct Sentiment,Predicted Sentiment
oef#microsoft trapt googl toolb uit #skype url,irrelevant,irrelevant
terug van evaluaty learn circ bij #microsoft ond bezielend leiderschap van veel geleerd van dez co-creatie,irrelevant,irrelevant
rt leuk ik ontv net een moo boeket bloem thu van #microsoft al dank voor mijn bijdr en waardevol input,irrelevant,irrelevant
#microsoft adquy #skype por un monto price-dollars millon - url,irrelevant,irrelevant
rt u0645u0627u064au0643u0631u0648u0633u0648u0641u062a u063au064au0631u062a u0627u0644u0639u0627u0644u0645 u0623u0643u062bu0631 u0645u0646 u0623u0628u0644 | u0639u0627u0644u0645 u0627u0644u062au0642u0646u064au0629 url u0641u064a u0647u0630u0627 u0627u0644u0645u0642u0627u0644 u062cu0645u064au0644 em-smilen#microsoft #apple,irrelevant,irrelevant
workshop med id interess #citrix #microsoft #sysikt,irrelevant,neutral
#microsoft lanz sitio of de #skype url,irrelevant,irrelevant
estav al na #microsoft tomando um cafezinho em-happy,irrelevant,irrelevant
#microsoft en el futuro: #kinect y su tecnologu00eda avanzad url,irrelevant,irrelevant
stev ballm haalt uit naar #android url ironisch al je bedenkt dat #microsoft goed aan android verdy,irrelevant,irrelevant
bij #microsoft zijn ze echt niet goed snik ik was blid dat mijn mobiel gej werd omd er window op zat #jaloezie url,irrelevant,irrelevant
zeer enthousiast reacty op bedrijfsbezoek aan #microsoft voor de (interim) #secretaresse dank kel en brigit voor de goed ontvangst,irrelevant,irrelevant
microsoft research du00e9voile un interfac fut avec kinect | via url #microsoft #ms #kinect,irrelevant,irrelevant
excel u306fu8868u8a08u7b97u3060u3051u3067u306au304fu30c1u30e3u30fcu30c8u56f3u3084u898bu6804u3048u306eu3088u3044u6587u66f8u3001u56f3u5f62u306eu4f5cu6210u306au3069u306bu3082u5229u7528u3067u304du308bu3002 #microsoft #office,irrelevant,irrelevant
#novell wu00e4rmt alt rechtsstreit mit #microsoft auf | itespressod url,irrelevant,irrelevant
#microsoft present un teclado #touch sobr cualquy superficy url,irrelevant,irrelevant
rt en el curso bmt en #microsoft #mexico par trabaj el modelo de negocio de en la nub,irrelevant,irrelevant
#microsoft u0440u0430u0441u0441u043bu0435u0434u0443u0435u0442 u043fu0440u043eu0431u043bu0435u043cu044b u043fu0440u043eu043fu0430u0436u0438 u043au043bu0430u0432u0438u0430u0442u0443u0440u044b u0432 #windows #phone #mango url,irrelevant,irrelevant
rt u0420u0435u0431u044fu0442u0430 u0438u0437 #microsoft u0440u0430u0441u0441u043au0430u0437u044bu0432u0430u044eu0442 u0440u0430u0437u0440u0430u0431u043eu0442u0447u0438u043au0430u043c #u0421u0442u0430u0440u0442u043fu0430u043a u043au0430u043a u043cu043eu0436u043du043e u0438u043du0442u0435u0433u0440u0438u0440u043eu0432u0430u0442u044cu0441u044f u0441 #systemcenter u0447u0435u0440u0435u0437 u0432u0435u0431-u0441u0435u0440u0432u0438u0441u044b,irrelevant,irrelevant
#smartsite prijsmodel voor #microsoft #azure cloud afgerond volgend week eerst sit liv in the cloud,irrelevant,neutral
#job #ict it-supporter/-in 50%: universitu00e4t zu00fcrich zu00fcrich url #microsoft #it,irrelevant,neutral
rt ik zoek een paar nieuw collega interess kijk op onz sit voor actuel #microsoft #vacatures bitly/phuyrg rt =,irrelevant,irrelevant
doman a #smau con #microsoft si parl di html5 #kinect sdk #webmatrix priv #cloud e ci sono i lab su #azure url,irrelevant,irrelevant
[news] touchscreen auf al oberflu00e4chen url #touchscreen #microsoft #omnitouch,irrelevant,irrelevant
url au011fzu0131na su0131u00e7maya geliyoruz #apple ve #microsoft,irrelevant,neutral
regu00edstrate par asistir est 8 de noviembr al lanzamiento de #microsoft dynam ax 2012 url,irrelevant,irrelevant
no su00e9 que seru00eda de mi sin skyp rt #skype ya es of part de #microsoft u00bfutilizas esu2026 (cont) url,irrelevant,irrelevant
non per null lha comprato la #microsoft,irrelevant,irrelevant
eindelijk #google ic cream sandwich goodby #microsoft and #apple,irrelevant,neutral
#microsoft diru00e0 che #google ha usato il brevetto dellanimaz del cerchio | googl pres new vert url,irrelevant,irrelevant
blog krok look it: der #apple-schock im pc-markt - mit unerwartetem potenz fu00fcr #microsoft --&gt; url,irrelevant,irrelevant
#microsoft portiert #enterprise bi-apps auf io und android | itespressod url,irrelevant,irrelevant
rt gre job today eng pres from #kofax and at the #microsoft t,irrelevant,irrelevant
la du00e9mo de dant cent 2 est dispon url #microsoft #xbox360 #jeux #demo,irrelevant,irrelevant
#microsoft tablet ziet erg goed uit wel 3 jaar te laat #adobeusergroup,irrelevant,irrelevant
#microsoft lanz sitio of de #skype url,irrelevant,irrelevant
terminaux window 8 empu00eachant dinstal linux : la polu00e9mique enfl url #microsoft,irrelevant,irrelevant
un video intervist con la #microsoft per il protagonist dellinnovaz sei tu :-) url,irrelevant,irrelevant
ff account aan microsoft outlook toevoeg #microsoft,irrelevant,irrelevant
#microsoft infografu00eda: 340 millon de pc us un explorad obsoleto y estu00e1n en riesgo url u27a8 @microsoftlatam,irrelevant,irrelevant
rt #wordperfect #windows_95 #microsoft bil gat llamado a declar por un antiguo caso de monopolio contr microsoft http,irrelevant,irrelevant
cas de herrero cuchillo de palo url #dce2005 #microsoft &lt;= como no manej er link: url,irrelevant,irrelevant
ah stev ballm altijd goed voor een fijn lachmomentje: url #microsoft #iphone #mango #android #ios #apple #google,irrelevant,irrelevant
pozdrowien z sal a #mts2011 #microsoft #surface obecny url,irrelevant,neutral
parec que hotmail is down #microsoft,irrelevant,neutral
microsoft sec essentialu306eu5b9au7fa9u30d5u30a1u30a4u30ebu304cu30a2u30c3u30d7u30c7u30fcu30c8u3057u307eu3057u305fuff1a11151020 &gt; url #microsoft,irrelevant,irrelevant
licenty vra ov #vmware #citrix n#microsoft #trendmicro #symantec #quest #oracle #mcafee #desktopvirtualisatie #appsense nea,irrelevant,neutral
#tecnologia #technology: la visiu00f3n de #microsoft research sobr el control tu00e1ctil de dispositivosnurl,irrelevant,irrelevant
u041du0430 u0441u0430u0439u0442u0435 #microsoft u043fu043e u0441u0441u044bu043bu043au0435 url u0432u043cu0435u0441u0442u043e facebook u043du0430u043fu0438u0441u0430u043du043e facewbook,irrelevant,neutral
#taskcentre xml webserv tool linkedin discuss url #sapb1 #saleslogix #microsoft,irrelevant,neutral
rt gefelicteerd #microsoft #bizspark,irrelevant,neutral
rt morg maak ik bekend wie een windowsphone75 krijgt is ook de laatst dag dat je liv mijn telefoon ziet detelefoonvanbr,irrelevant,irrelevant
tomorrow a #ipv6 presentaty #nluug #microsoft ded to #ipv6,irrelevant,neutral
fel por mi nombramiento #microsoft stud partn nicaragu em-happy a trabaj por el desarrollo tecnolu00f3gico de nuestr patr nicaragu #fb,irrelevant,irrelevant
un vistazo a window serv 8 url #microsoft,irrelevant,irrelevant
estou com tant du00f3 do window phon chup ess #microsoft url trem lindo de deu android 40,irrelevant,irrelevant
#microsoft #research y la universidad #carnegie #mellon desarrol #omnitouch basado en #kinect url #fb,irrelevant,irrelevant
boooo tard sai da aul da #microsoft e agor to aqu na ; d,irrelevant,irrelevant
rtu201c #smartsite prijsmodel voor #microsoft #azure cloud afgerond volgend week eerst sit liv in the cloudu201d #in,irrelevant,neutral
rilasciat la ctp di roslyn lap compil as a serv per c# e vb url #microsoft #roslyn #ctp,irrelevant,irrelevant
qui un buen antivir par tu compu aquu00ed est la soluciu00f3n: url antivir de #microsoft,irrelevant,irrelevant
3 trick fu00fcr mehr kontrol u00fcber #microsoft #windows 7 -url #hack,irrelevant,irrelevant
schaue mir #wmi #performance count auf #deutsch an und krieg #schmerzenu2026 ich wil #schmerzensgeld von #microsoft #fail,irrelevant,irrelevant
il colpo di genio u00e8 stato itun non lipod in su00e9 quello che #google e #samsung non possono capir,irrelevant,irrelevant
u00bfpiensas lanz tu propio emprendimiento #microsoft te acerc los mej recurso tecnolu00f3gicos url #solopensamosenti,irrelevant,irrelevant
rt #microsoft conviert en tu00e1ctil a cualquy superficy [video] url,irrelevant,irrelevant
die #apple story heut abend in #dok auf #sf1 war ziemlich beeindruckend rip #stevejobs - doch wo wu00e4re appl heut ohn #microsoft,irrelevant,neutral
#noti #bolivia : #microsoft lanz sitio of de #skype url,irrelevant,irrelevant
#microsoft en el futuro: kinect y su tecnologu00eda avanzad url,irrelevant,irrelevant
#microsoft: jetzt wird jed hand zum touch-screen url #omnitouch,irrelevant,irrelevant
meest comfortabel touch are voor tablet volg onderzoek #microsoft #augnl 2thumbsup url,irrelevant,irrelevant
magix ##web design ediciu00f3n vis de pu00e1ginas web url #microsoft #tecnologia,irrelevant,irrelevant
microsoft sec essentialu306eu5b9au7fa9u30d5u30a1u30a4u30ebu304cu30a2u30c3u30d7u30c7u30fcu30c8u3057u307eu3057u305fuff1a1115680 &gt; url #microsoft,irrelevant,irrelevant
omnitouch el nuevo invento de #microsoft permitiru00e1 us un teclado en cualquy superficy url,irrelevant,irrelevant
7 minut to gonurl #ebaymobilen#ebay #office #mac #apple #microsoft #office,irrelevant,negative
#microsoft lanz sitio of de #skype url #jerytecnologias #tecnologu00eda,irrelevant,irrelevant
#microsoft #omnitouch: convirtiendo cualquy superficy en un u201cpantalla tu00e1ctilu201d url,irrelevant,irrelevant
zie ik net dat ik volgend week sam met twitterloz karst naar een #prospect in #ridderkerk ga om te prat ov #microsoft #licenties,irrelevant,irrelevant
u00bfviste que ya html5com no es de #apple sino de #microsoft,irrelevant,irrelevant
rt et sony se fait ent pir cest la fu00eate du slip chez eux faudra peut-u00eatre achet un pare-feu #sony viv #micr,irrelevant,irrelevant
ya quu00edtale es mugrer de #microsoft os vamo a dejarl limp y andando aprovech el nuevo #ubuntu que jal hast en cel em-smile,irrelevant,irrelevant
rt 3 trick fu00fcr mehr kontrol u00fcber #microsoft #windows 7 -url #hack,irrelevant,irrelevant
rt #microsoft intervist #vivido sul #cloud url,irrelevant,irrelevant
rt zeer enthousiast reacty op bedrijfsbezoek aan #microsoft voor de (interim) #secretaresse dank kel en brigit v,irrelevant,irrelevant
rt url #u30deu30a4u30afu30edu30bdu30d5u30c8 #microsoft microsoftu3001skype u306eu8cb7u53ceu3092u5b8cu4e86,irrelevant,neutral
rt #stage #toulouse #microsoft #net #superbou00eete #win8 #geeks = url (please rt em-wink,irrelevant,neutral
ep #microsoft ich dacht echt das kan doch nur fak sein ^^ url,irrelevant,irrelevant
ceo microsoft: kam beruntung tak akuisis yahoo url n #microsoft,irrelevant,neutral
two mor hour for salennurl #ebaymobile #ebay #sale #mac #office #microsoft #apple #2011 #original #new,irrelevant,irrelevant
rt quu00e9 prioridad tenemo como pai plan nacional: url #in #microsoft,irrelevant,irrelevant
#noticias : #microsoft lanz sitio of de #skype url,irrelevant,irrelevant
cet annu00e9e ent #microsoft remport le prix du meil serv cli 2012 url,irrelevant,irrelevant
leuk ik ontv net een moo boeket bloem thu van #microsoft al dank voor mijn bijdr en waardevol input #caretoshareknowledge,irrelevant,irrelevant
stev (#microsoft) haalt uit naar #android url,irrelevant,irrelevant
brekend: #microsoft en #linux nu beid in de aanby url,irrelevant,irrelevant
#microsoft lanz sitio of de #skype url,irrelevant,irrelevant
wie ist es #apple gelung sein gru00f6u00dften riv #microsoft endgu00fcltig abzuhu00e4ngen der erklu00e4rts url (cvd),irrelevant,irrelevant
#oferta #empleo produc man de soluc #it url #trabajo #marketing #microsoft,irrelevant,irrelevant
un paprice-dollarso mu00e1s y seru00e1 el prim #microsoft partn gold en apply lifecyc man #alm del pau00eds em-smile #win,irrelevant,irrelevant
du00e9mo cru00e9ation dun clust par #vad #microsoft #visualstudio #datamining url,irrelevant,irrelevant
let play a gam url #ie #microsoft #useragent #yourbrowsermatters,irrelevant,neutral
web 20 summit: ballm hablu00f3 sobr window phon y sus competid url #eventos #microsoft,irrelevant,neutral
navig in terdeg nieuw 17 opgenom in rubriek personal en bedrijv al zelfstandig ondernem #microsoft #dynamicsu2026url,irrelevant,irrelevant
#grantthornton geeft goud tip #verkoop #onderneming ook workshop #philips #nobel #rabobank #microsoft #port4growth url,irrelevant,irrelevant
rt krok look it: der #apple-schock im pc-markt - mit unerwartetem potenz fu00fcr #microsoft --&gt; url,irrelevant,irrelevant
#microsoft #silverlight v4060831 &amp; v5060818 rc | fanstenl url via,irrelevant,neutral
[hightech] microsoft pockettouch - multitouch atravu00e9s de tecido url #touch #pockettouch #microsoft,irrelevant,irrelevant
#microsoft: un pantall tu00e1ctil al alc de tu mano url,irrelevant,irrelevant
rt #microsoft conviert en tu00e1ctil a cualquy superficy [ #video ] url,irrelevant,irrelevant
#alunos vcs podem baix a versu00e3o de avaliau00e7u00e3o do #windows7 #enterprise de grau00e7a direta da #microsoftvejam - url,irrelevant,irrelevant
#windows 8: #microsoft schafft den startbildschirm ab url,irrelevant,irrelevant
plan carrer #microsoft technical:certificaciu00f3n desarrollad y diseu00f1ador ap empres #visualstudio2010 url gratuito,irrelevant,neutral
estudio: microsoft vend mu00e1s url #microsoft #tecnologia #tic #it,irrelevant,irrelevant
gibt es nun auch sicherheitslu00fccken bei #microsoft mehr seit bericht u00fcber gehackt xbox-live-accounts: url #xbox,irrelevant,irrelevant
die hab was an der waffel #ie #microsoft #wunschdenken,irrelevant,irrelevant
vou me demandiez com obtenir un #certification #virtualisation serv #microsoft si vou avez des quest - url,irrelevant,irrelevant
#microsoft du00e9taille la recherch au sein du start screen url,irrelevant,irrelevant
bil gat llamado a declar por un antiguo caso de url #wordperfect #windows_95 #microsoft #novell #bill_gates,irrelevant,irrelevant
#microsoft ofrec un sistem de #codificaciu00f3n #microsofttag url,irrelevant,irrelevant
#spoed op zoek naar een #support #engineer #hbo #microsoft #sharepoint #sql ben jij analytisch/klantgerichu2026 (cont) url,irrelevant,irrelevant
rt wie ist es #apple gelung sein gru00f6u00dften riv #microsoft endgu00fcltig abzuhu00e4ngen der erklu00e4rts url,irrelevant,irrelevant
off plush port turret deploy thi decemb url #mac #microsoft #pc #playstation,irrelevant,irrelevant
rt vou voulez la un de lnt la nouvel tribun de demain 20/10/11: #intikhabates #pjd #pps #moroccomall #boeing,irrelevant,irrelevant
necesito edit un archivo y no puedo soluciu00f3n #microsoft no lo edit que estupid,irrelevant,irrelevant
conect de red soc de #microsoft #outlook url,irrelevant,irrelevant
u0420u0435u0431u044fu0442u0430 u0438u0437 #microsoft u0440u0430u0441u0441u043au0430u0437u044bu0432u0430u044eu0442 u0440u0430u0437u0440u0430u0431u043eu0442u0447u0438u043au0430u043c #u0421u0442u0430u0440u0442u043fu0430u043a u043au0430u043a u043cu043eu0436u043du043e u0438u043du0442u0435u0433u0440u0438u0440u043eu0432u0430u0442u044cu0441u044f u0441 #systemcenter u0447u0435u0440u0435u0437 u0432u0435u0431-u0441u0435u0440u0432u0438u0441u044b url,irrelevant,irrelevant
prototipo #microsoft que conviert cualquy superficy en tu00e1ctil asombroso url,irrelevant,irrelevant
no pierd la oportunidad de registrars al evento gratuito de lanzamiento de #microsoft #dynamics #ax2012 regu00edstrese: url,irrelevant,irrelevant
#microsoft arrog again - ballm say you nee to be a comput sci to us #android url,negative,neutral
lol i do both and for sur #microsoft #dotnet is perfect simpl o ay 7aja em-wink but sorry i hat window phon :p,negative,negative
#windowsphone7 would get a lot mor blog and review lov if #microsoft provid a tool to grab screenshots it near imposs #wpt,negative,positive
dear #microsoft i should on hav to hit the window upd button *once* when man run upd not 4 or 5 tim #sysadmin,negative,neutral
#nokia work ask is chief execut a #microsoft mol url,negative,neutral
is #nokia chief execut a #microsoft mol url elop accus of destroy nok so microsoft can buy it cheap,negative,negative
u267b stand up for yo freedom to instal fre softw pleas sign up url #gnu #against #microsoft,negative,neutral
#bofh excus #447: accord to #microsoft it by design | #ifollowback #instantly,negative,neutral
aft i dont know how many year you stil cant cop a #microsoft #word docu head to #powerpoint #justsaying,negative,negative
#microsoft fail #notresponding for fcuck sak url,negative,negative
#microsoft upd is so slow em-sad url,negative,negative
url germ fed #trojans got a bigbroth #gov spy on it peopl #microsofts 32bit/64bit #windows is target,negative,neutral
internet expl 9 is the biggest pil of shit ev sery #microsoft #ie9,negative,negative
unmind ballm collect half a bil doesnt say thank you url #android #google #microsoft,negative,neutral
#update #microsoft ms11-078 - crit : vuln in net framework and microsoft silverlight could allow r url,negative,irrelevant
#microsoft stil didnt man access to #metro ap on old netbook #win8 #resolution,negative,neutral
yeh behatreen samay hay pariv honek say the #microsoft #ad in hind preach famy valu to ind get a loc ad ag guy,negative,neutral
#microsoft lynt crash issu on #mac os x 1072 [fixed] - url,negative,negative
[webpronews finance] #yahoo revenu drop attribut to #microsoft deal url,negative,negative
gre tim to be a famy #microsoft #advertising enr me again url,negative,neutral
rt when u din with a custom u shoukd nev explain abt solv unless he ask mprice-dollars nev lean the conceiv #microsoft #fail,negative,irrelevant
how #apple eclips #microsoft url from,negative,negative
so let me get thi straight #microsoft mak window phon microsoft own skyp but ther no #skype ap for window phon,negative,neutral
ouch #microsoft #azure #fail url,negative,neutral
rt how #apple eclips #microsoft | url,negative,negative
i would be a lot happy if #microsoft word didnt freez every 5 minut,negative,negative
#google ap vs #microsoft #office 365: it is clear that googl ap should be the top cho url,negative,neutral
#microsoft lynt crash issu on #mac os x 1072 [fixed] - url,negative,negative
if #apple cam out with gam consol (ala xbox 360) that blew the cur play out of wat #microsoft and #sony would be in troubl,negative,neutral
#microsoft licens process is annoy,negative,neutral
#microsoft #adobe los price-dollars5bn to piracy: report url,negative,negative
how #apple eclips #microsoft url,negative,negative
rt the fact that #microsoft ar us a #qrcode alongsid on of their colo cod show the form is fail opinionsu2026,negative,negative
#microsoft #sbs 2011 dis third party softw #updates via #gpo,negative,neutral
#microsoft ceo stev ballm on not buy yahoo: u201csometimes youu2019re luckyu201d &lt;url,neutral,neutral
#stage #toulouse #microsoft #net #superbou00eete #win8 #geeks = url (please rt em-wink,neutral,neutral
project greenwich 2 be releas by #microsoft research let peopl cur their own person hist url,neutral,neutral
rt book publ #microsoft #sharepoint 2010 pow us cookbook: url url,neutral,neutral
#microsoft nat #ergonomic #keyboard 4000 review url,neutral,neutral
print ad dead not with #microsoft #tag on yo ad learn mor her - url,neutral,neutral
rt #patent wars: #google vs #samsung vs #apple vs #motorola vs #microsoft vs #oracle - url,neutral,neutral
appleu2019 cash bal = price-dollars9 bil surpass the tot op bal of the us govern #rich #apple #google #microsoft #money,neutral,neutral
indee i surv #sqlpass #sqlkilt and a coupl of vend ev :-) i spar #sqlkaraoke my gre voic :-) #microsoft,neutral,negative
and now pres on #sharepoint upgrad plan at our #sharepoint ecm summit at the #microsoft tech cent,neutral,neutral
#microsoft u2019s new u201cgreat to be a familyu201d #adverts begin to air includ #office2010 #windows7 and #wp7nurl,neutral,neutral
hm cant decid if i should lik it or not #microsoft #omnitouch url,neutral,neutral
#microsoft #wireless #keyboard 3000 review url #wirelesskeyboardandmouse #mousecombos,neutral,neutral
stev ballm peopl nee to be comput sci to fig out how to us #android phon | url #microsoft,neutral,neutral
microsoft annount interact tv for childrenu2019s gam & story book #xbox #microsoft #family #fb url,neutral,neutral
rt anyon know wher i can get a fre tri of #microsoft #frontpage for #mac,neutral,neutral
url found artic on url fak #microsoft scam lur us into #granting remot access to pcs,neutral,neutral
im nowh near to be a scientst but thks to stev balm 4 declarng me a scientst been us #android frm last 3yrs #microsoft #google,neutral,neutral
jet car stunt xbox liv gam for window phon releas url #wp7 #xbox #microsoft,neutral,neutral
#job #ict system engin (m/w): planov hum capit ag luzern url #microsoft #it,neutral,irrelevant
#windows8 #microsoft pleas impl a uac prompt when a non elev process drop on elev process instead of fail sil,neutral,negative
dpr client: partn with #microsoft on #office 365 webin tuesday nov 1 at 10 am et sign up url,neutral,neutral
#microsoft build a funct u2018holodesku2019 to interact with digit item url,neutral,neutral
#microsoft ceo #steve_ballmer on not buy #yahoo: u201csometimes youu2019re luckyu201d url,neutral,neutral
i think theyr refer to the obvy partn between #microsoft and #nokia ak #bing and #navteq,neutral,neutral
club calumo was fun see the vidio calumo blog #denali #microsoft #sqlserver url via,neutral,neutral
check out thi interest blog on tip from #yousendit 4 wht 2 consid when migr 2 #microsoft exchang 2010 url,neutral,neutral
rt @microsoft_edu: qual #education is vit attend #microsoft & #desire2learn sess at #educause url #edu11,neutral,neutral
can join: smal busy spec commun (sbcs) url #microsoft #mpn,neutral,neutral
#microsoft,neutral,neutral
#microsoft ar pat apply persona of celebr to #bing result url,neutral,neutral
rt #microsoft want to transform yo hand into a touchscreen: url via,neutral,neutral
#microsoft extend revenu guar to yahoo: yahoo disclos today that microsoft extendedu2026 url,neutral,neutral
#free genuin cop #microsoft #windows 8 pre-beta #os: i donu2019t know how long itu2019s been outu2026 url,neutral,neutral
new vert of #cloud intun is available: post on #windows 7 news#microsoft has justurl,neutral,neutral
any surfac touch url #microsoft #technology,neutral,neutral
build window #samsung #slate pc in us #microsoft stor url #msdn #bldwin,neutral,neutral
rt #microsoft research want to turn yo hand into a touchscreen url rt #technology #tech,neutral,neutral
tomorrow at #sapteched bangalore: #sap & #microsoft build ap for both world w #duetenterprise & #sapgateway url,neutral,neutral
rt #intervate win the port and collab partn of the year 2011 #microsoft #techedafrica,neutral,neutral
i vouch for you in #programmer #microsoft engin and #ethical hack on connectm url,neutral,neutral
high tech direct of busy develop *selling consult services* #oracle #microsoft #sap #sanfrancisco #jobs url,neutral,neutral
rt follow for insight on #microsoft solv which driv produc for peopl and their org,neutral,neutral
cnet u00bb #microsoft #omnitouch allow multitouch input on arbit everyday surfac u00bb url url,neutral,neutral
microsoft releas develop preview of project roslyn compil url #microsoft #beta,neutral,neutral
#microsoft detail #windows8s new start screen search url,neutral,neutral
ballm on not buy yahoo: nurl nn#microsoft #yahoo #skype #xbox #google #bing #ballmer,neutral,neutral
just saw my bud of credit agricol sec interview by cov #microsoft you rock it ed #fb,neutral,neutral
cre #pareto chart us #microsoft #excel url,neutral,neutral
rt jet car stunt xbox liv gam for window phon releas url #wp7 #xbox #microsoft,neutral,neutral
#mindtree introduc mpromo #tradepromotion solv on #microsoft #azure url #cpg #cgt,neutral,neutral
kickoff tomorrow 10/20 at san diego #microsoft stor at 6:00pm url or ping me,neutral,neutral
suppos microsoft had bought sir - forb url #apple #microsoft #siri #msft,neutral,neutral
#microsoft news: #sqlserver licens wil be diff from december2011 | #office365 and #azure wil be avail in #algeria in 2013,neutral,neutral
#microsoft #cloud microsoft - capt the cloud: through the rooky vet and all-star tier provid url #tcn,neutral,neutral
rt tool to allow us to apply #dataquality rul direct from ms excel learn mor url,neutral,irrelevant
#microsoft build a funct holodesk to interact with digit item - url via,neutral,neutral
the way you can understandnal of the soc med as the cre ofn new kind of publ spac #microsoft,neutral,neutral
icloud control panel for windows: url #win7 #windows7 #apple #ipad #iphone #ipod #iphone4s #microsoft #icloud,neutral,neutral
new post: touch everywh url #microsoft #research #touch,neutral,neutral
rt #microsoft ceo stev ballm on not buy #yahoo: sometim,neutral,neutral
rt ballm on nokia: real look forward to bunch of new dev next week #nokia #microsoft #wp7 url,neutral,neutral
rt linq to #hpc: #microsoft clos in on del it own #hadoop competit url #dryad #bigdata via,neutral,neutral
zero-day exploit ar low in numb but pos big threat expert say: url #microsoft #itsecurity,neutral,neutral
night at the roxbury with gat and ballm url #funny #video #gates #ballmer #microsoft,neutral,neutral
rt #microsofts supply #sustainability mov & the effect it could hav on #plastics company url,neutral,neutral
gartn bi 2011: microsoft and orac url #gartner #bi # orac #microsoft,neutral,irrelevant
#hp virtualsystem for #microsoft is the latest solv from hp & microsoft url #hpci,neutral,neutral
#microsoft annount off sql serv driv for #linux - url #sqlserver,neutral,neutral
#microsoft excel tips: how to altern the col between row #tips rurl,neutral,neutral
check out thi gre blog w/ tip from #yousendit - what 2 consid when migr 2 #microsoft exchang 2010 url,neutral,neutral
stev ballmer: #nokia to rev multipl #windows phon dev next week #microsoft may mak their own - url,neutral,neutral
microsoft stev ballm attack android phon url #android #microsoft #steveballmer #google,neutral,neutral
see how you can sav 40% on doz of #microsoft #certification pract exam url via,neutral,neutral
googl doc pres mak powerpoint weep beg for mercy url via #google #powerpoint #microsoft #haha,neutral,neutral
#microsoft #cloud gsa los price-dollars5 bil cloud contract fight: googl rec drop a cas against the d url #tcn,neutral,neutral
nok 800 u201csearayu201d window phon press shot leak url #microsoft #windows,neutral,neutral
microsoft apply for celebr search pat #microsoft #bing url,neutral,neutral
#teamfollowback -microsoft expand window phon marketplac to ind #microsoft #windowsphone #india,neutral,neutral
first step to holograph us interfac url #microsoft #research,neutral,neutral
#intervate win cont man partn of the year 2011 #microsoft #techedafrica,neutral,neutral
gre now #skype is a part of #microsoft stack url,neutral,negative
get rid of that tangl mess behind yo comput desk with thi #microsoft wireless mous and keyboard: url,neutral,neutral
rt op letter: stev ballm pleas retir - forb - pleas retweet #msft nee a techy lead url,neutral,negative
microsoft roslyn ctp is fin outcheck it out url #roslyn #visualstudio #compiler #csharp #net #microsoft,neutral,neutral
228mb for what is bas a glor chat cli oh microsoft #lync #microsoft url,neutral,irrelevant
metro (design language) url microsoft took inspir from king county metro #microsoft #metro #windows8 #bus,neutral,neutral
#microsoft research want to turn yo hand into a touchscreennurl,neutral,neutral
#microsoft window serv 2008 r2 enterpr oem #preisvergleich url bewertung softline24 #test #microsoft,neutral,neutral
#microsoft mak every surfac a touch screen url #touch #gesture,neutral,neutral
isnt thi a littl too muchnurl #xbox #microsoft #technology,neutral,neutral
rt guy from #microsoft tel #startpack develop about how to integr with #systemcenter via web serv url,neutral,neutral
cloud new - infosy boost it cloud solv with microsoft partn - url - #cloud #microsoft #azure,neutral,neutral
1st publ test releas for the roslyn project url giv ap to the c# compil (and vis bas but em-wink #microsoft,neutral,neutral
#microsoft apply for celebr search #patent #bing-o url #hermancainco direct you to#ronpaul url,neutral,neutral
nee info - #microsoft #crm - then check thi out - url,neutral,neutral
dear #microsoft - seiz the mom - foc on develop windows7 phon for enterpr solv success wher #rim is fail,neutral,negative
#microsoft show touch screen for any surfac | nanotech - the circuit blog - cnet new url via,neutral,neutral
surv branch apply & bas hybrid gateway for #microsoft #lync and off commun serv url #audiocodes,neutral,neutral
how to instal window 7 u2013 what to do bef start [part 2]: url via #win7 #tech #software #backup #microsoft,neutral,neutral
#itasum11 - gadget url - the new way to mak inspir and stim learn #edugeek #kinext #microsoft,neutral,neutral
on the blog we discuss #microsoft embrac of #apache #hadoop for big dat - nnurl #opensource #bigdata #it,neutral,neutral
microsoft stor giv away fre window phon dev with price-dollars spend url #microsoft #windows,neutral,positive
#microsoft annount sp3 for #office2007 and #sharepoint2007,neutral,neutral
microsoft op the spigot window phon mango avail to al #microsoft #windowsphone url #neowin,neutral,neutral
#kinect mak learn play with help from sesam street and nat geograph url geni ide em-wink #microsoft,neutral,positive
#microsoft 1st ev glob ad campaign:great ful circ foc on integr produc connect and glob relev url,neutral,neutral
rt eng w &gt;40 custom #sharepoint ecm summit at the #microsoft,neutral,neutral
ms busy intellig develop studio wher u cre ssrs report and ssi pack wond world of #microsoft em-smile,neutral,neutral
ar you an digit expert or an onlin am - url #microsoft,neutral,neutral
a web serv develop by #microsoft research let peopl cur their own person hist | url,neutral,irrelevant
rt microsoft apply for celebr search pat #microsoft #bing url,neutral,neutral
microsoft ceo say company got lucky when yahoo deal fel apart #microsoft #steveballmer url,neutral,neutral
rt jet car stunt xbox liv gam for window phon releas url #wp7 #xbox #microsoft,neutral,neutral
us a #touchscreen through yo pocket mad poss by #microsoft #pockettouch: hav youu2026 url,neutral,neutral
microsoft stor giv away fre window phon dev with price-dollars spend #microsoft #wp7 #free #msftstore url,neutral,positive
sign up for onlin #microsoft #hyperv #virtualization 70-659 train on nov 2 it is price-dollars has a price-dollars exam vouch nurl,neutral,neutral
microsoft apply for celebr search pat #microsoft #bing url,neutral,neutral
