Tweet,Correct Sentiment,Predicted Sentiment
ah stev ballm altijd goed voor een fijn lachmomentje: url #microsoft #iphone #mango #android #ios #apple #google,irrelevant,irrelevant
pozdrowien z sal a #mts2011 #microsoft #surface obecny url,irrelevant,neutral
parec que hotmail is down #microsoft,irrelevant,irrelevant
microsoft sec essentialの定義ファイルがアップデートしました：11151020 &gt; url #microsoft,irrelevant,irrelevant
licenty vra ov #vmware #citrix #microsoft #trendmicro #symantec #quest #oracle #mcafee #desktopvirtualisatie #appsense ea,irrelevant,irrelevant
#tecnologia #technology: la visión de #microsoft research sobr el control táctil de dispositivo url,irrelevant,irrelevant
на сайте #microsoft по ссылке url вместо facebook написано facewbook,irrelevant,irrelevant
#taskcentre xml webserv tool linkedin discuss url #sapb1 #saleslogix #microsoft,irrelevant,neutral
rt gefelicteerd #microsoft #bizspark,irrelevant,irrelevant
rt morg maak ik bekend wie een windowsphone75 krijgt is ook de laatst dag dat je liv mijn telefoon ziet detelefoonvanbr,irrelevant,irrelevant
tomorrow a #ipv6 presentaty #nluug #microsoft ded to #ipv6,irrelevant,neutral
fel por mi nombramiento #microsoft stud partn nicaragu em-happy a trabaj por el desarrollo tecnológico de nuestr patr nicaragu #fb,irrelevant,irrelevant
un vistazo a window serv 8 url #microsoft,irrelevant,irrelevant
estou com tant dó do window phon chup ess #microsoft url trem lindo de deu android 40,irrelevant,irrelevant
#microsoft #research y la universidad #carnegie #mellon desarrol #omnitouch basado en #kinect url #fb,irrelevant,irrelevant
boooo tard sai da aul da #microsoft e agor to aqu na ; d,irrelevant,irrelevant
rt“ #smartsite prijsmodel voor #microsoft #azure cloud afgerond volgend week eerst sit liv in the cloud” #in,irrelevant,irrelevant
rilasciat la ctp di roslyn lap compil as a serv per c# e vb url #microsoft #roslyn #ctp,irrelevant,irrelevant
qui un buen antivir par tu compu aquí est la solución: url antivir de #microsoft,irrelevant,irrelevant
3 trick für mehr kontrol über #microsoft #windows 7 -url #hack,irrelevant,irrelevant
schaue mir #wmi #performance count auf #deutsch an und krieg #schmerzen… ich wil #schmerzensgeld von #microsoft #fail,irrelevant,irrelevant
il colpo di genio è stato itun non lipod in sé quello che #google e #samsung non possono capir tanto meno #microsoft #sapevatelo,irrelevant,irrelevant
¿piensas lanz tu propio emprendimiento #microsoft te acerc los mej recurso tecnológico url #solopensamosenti,irrelevant,irrelevant
rt #microsoft conviert en táctil a cualquy superficy [video] url,irrelevant,irrelevant
die #apple story heut abend in #dok auf #sf1 war ziemlich beeindruckend rip #stevejobs - doch wo wäre appl heut ohn #microsoft,irrelevant,irrelevant
#noti #bolivia : #microsoft lanz sitio of de #skype url,irrelevant,irrelevant
#microsoft en el futuro: kinect y su tecnologí avanzad url,irrelevant,irrelevant
#microsoft: jetzt wird jed hand zum touch-screen url #omnitouch,irrelevant,irrelevant
meest comfortabel touch are voor tablet volg onderzoek #microsoft #augnl 2thumbsup url,irrelevant,irrelevant
magix ##web design edición vis de páginas web url #microsoft #tecnologia,irrelevant,irrelevant
microsoft sec essentialの定義ファイルがアップデートしました：1115680 &gt; url #microsoft,irrelevant,irrelevant
omnitouch el nuevo invento de #microsoft permitirá us un teclado en cualquy superficy url,irrelevant,irrelevant
7 minut to go url #ebaymobile #ebay #office #mac #apple #microsoft #office,irrelevant,neutral
#microsoft lanz sitio of de #skype url #jerytecnologias #tecnología,irrelevant,irrelevant
#microsoft #omnitouch: convirtiendo cualquy superficy en un “pantalla táctil” url,irrelevant,irrelevant
zie ik net dat ik volgend week sam met twitterloz karst naar een #prospect in #ridderkerk ga om te prat ov #microsoft #licenties,irrelevant,irrelevant
¿viste que ya html5com no es de #apple sino de #microsoft,irrelevant,irrelevant
rt et sony se fait ent pir cest la fête du slip chez eux faudra peut-être achet un pare-feu #sony viv #micr,irrelevant,irrelevant
ya quít es mugrer de #microsoft os vamo a dejarl limp y andando aprovech el nuevo #ubuntu que jal hast en cel em-smile,irrelevant,irrelevant
rt 3 trick für mehr kontrol über #microsoft #windows 7 -url #hack,irrelevant,irrelevant
rt #microsoft intervist #vivido sul #cloud url,irrelevant,irrelevant
rt zeer enthousiast reacty op bedrijfsbezoek aan #microsoft voor de (interim) #secretaresse dank kel en brigit v,irrelevant,irrelevant
rt url #マイクロソフト #microsoft microsoft、skype の買収を完了,irrelevant,irrelevant
rt #stage #toulouse #microsoft #net #superboîte #win8 #geeks = url (please rt em-wink,irrelevant,neutral
ep #microsoft ich dacht echt das kan doch nur fak sein ^^ url,irrelevant,irrelevant
ceo microsoft: kam beruntung tak akuisis yahoo url #microsoft,irrelevant,neutral
two mor hour for sal url #ebaymobile #ebay #sale #mac #office #microsoft #apple #2011 #original #new,irrelevant,irrelevant
rt qué prioridad tenemo como pai plan nacional: url #in #microsoft,irrelevant,irrelevant
#noticias : #microsoft lanz sitio of de #skype url,irrelevant,irrelevant
cet anné ent #microsoft remport le prix du meil serv cli 2012 url,irrelevant,irrelevant
leuk ik ontv net een moo boeket bloem thu van #microsoft al dank voor mijn bijdr en waardevol input #caretoshareknowledge,irrelevant,irrelevant
stev (#microsoft) haalt uit naar #android url,irrelevant,irrelevant
brekend: #microsoft en #linux nu beid in de aanby url,irrelevant,irrelevant
#microsoft lanz sitio of de #skype url,irrelevant,irrelevant
wie ist es #apple gelung sein größten riv #microsoft endgültig abzuhäng der erklärt url (cvd),irrelevant,irrelevant
#oferta #empleo produc man de soluc #it url #trabajo #marketing #microsoft,irrelevant,irrelevant
un paprice-dollarso más y será el prim #microsoft partn gold en apply lifecyc man #alm del paí em-smile #win,irrelevant,irrelevant
démo création dun clust par #vad #microsoft #visualstudio #datamining url,irrelevant,irrelevant
let play a gam url #ie #microsoft #useragent #yourbrowsermatters,irrelevant,neutral
web 20 summit: ballm habló sobr window phon y sus competid url #eventos #microsoft,irrelevant,irrelevant
navig in terdeg nieuw 17 opgenom in rubriek personal en bedrijv al zelfstandig ondernem #microsoft #dynamics…url,irrelevant,irrelevant
#grantthornton geeft goud tip #verkoop #onderneming ook workshop #philips #nobel #rabobank #microsoft #port4growth url,irrelevant,irrelevant
rt krok look it: der #apple-schock im pc-markt - mit unerwartetem potenz für #microsoft --&gt; url,irrelevant,irrelevant
#microsoft #silverlight v4060831 &amp; v5060818 rc | fanstenl url via,irrelevant,irrelevant
[hightech] microsoft pockettouch - multitouch atravé de tecido url #touch #pockettouch #microsoft,irrelevant,neutral
#microsoft: un pantall táctil al alc de tu mano url,irrelevant,irrelevant
rt #microsoft conviert en táctil a cualquy superficy [ #video ] url,irrelevant,irrelevant
#alunos vcs podem baix a versão de avaliação do #windows7 #enterprise de graç direta da #microsoftvejam - url,irrelevant,irrelevant
#windows 8: #microsoft schafft den startbildschirm ab url,irrelevant,irrelevant
plan carrer #microsoft technical:certificación desarrollad y diseñad ap empres #visualstudio2010 url gratuito,irrelevant,irrelevant
estudio: microsoft vend más url #microsoft #tecnologia #tic #it,irrelevant,irrelevant
gibt es nun auch sicherheitslück bei #microsoft mehr seit bericht über gehackt xbox-live-accounts: url #xbox,irrelevant,irrelevant
die hab was an der waffel #ie #microsoft #wunschdenken,irrelevant,irrelevant
vou me demandiez com obtenir un #certification #virtualisation serv #microsoft si vou avez des quest - url,irrelevant,irrelevant
#microsoft détaille la recherch au sein du start screen url,irrelevant,irrelevant
bil gat llamado a declar por un antiguo caso de url #wordperfect #windows_95 #microsoft #novell #bill_gates,irrelevant,irrelevant
#microsoft ofrec un sistem de #codificación #microsofttag url,irrelevant,irrelevant
#spoed op zoek naar een #support #engineer #hbo #microsoft #sharepoint #sql ben jij analytisch/klantgerich… (cont) url,irrelevant,irrelevant
rt wie ist es #apple gelung sein größten riv #microsoft endgültig abzuhäng der erklärt url,irrelevant,irrelevant
off plush port turret deploy thi decemb url #mac #microsoft #pc #playstation,irrelevant,neutral
rt vou voulez la un de lnt la nouvel tribun de demain 20/10/11: #intikhabates #pjd #pps #moroccomall #boeing,irrelevant,irrelevant
necesito edit un archivo y no puedo solución #microsoft no lo edit que estupid,irrelevant,irrelevant
conect de red soc de #microsoft #outlook url,irrelevant,irrelevant
ребята из #microsoft рассказывают разработчикам #стартпак как можно интегрироваться с #systemcenter через веб-сервисы url,irrelevant,irrelevant
prototipo #microsoft que conviert cualquy superficy en táctil asombroso url,irrelevant,irrelevant
no pierd la oportunidad de registrars al evento gratuito de lanzamiento de #microsoft #dynamics #ax2012 regístrese: url,irrelevant,irrelevant
#microsoft arrog again - ballm say you nee to be a comput sci to us #android url,negative,neutral
lol i do both and for sur #microsoft #dotnet is perfect simpl o ay 7aja em-wink but sorry i hat window phon :p,negative,neutral
#windowsphone7 would get a lot mor blog and review lov if #microsoft provid a tool to grab screenshots it near imposs #wpt,negative,neutral
dear #microsoft i should on hav to hit the window upd button *once* when man run upd not 4 or 5 tim #sysadmin,negative,neutral
#nokia work ask is chief execut a #microsoft mol url,negative,neutral
is #nokia chief execut a #microsoft mol url steph elop accus of destroy nok so microsoft can buy it cheap,negative,neutral
♻ stand up for yo freedom to instal fre softw pleas sign up url #gnu #against #microsoft,negative,neutral
#bofh excus #447: accord to #microsoft it by design | #ifollowback #instantly,negative,neutral
aft i dont know how many year you stil cant cop a #microsoft #word docu head to #powerpoint #justsaying,negative,neutral
#microsoft fail #notresponding for fcuck sak url,negative,neutral
#microsoft upd is so slow em-sad url,negative,neutral
url germ fed #trojans got a bigbroth #gov spy on it peopl #microsofts 32bit/64bit #windows is target,negative,neutral
internet expl 9 is the biggest pil of shit ev sery #microsoft #ie9,negative,neutral
unmind ballm collect half a bil doesnt say thank you url #android #google #microsoft,negative,neutral
#update #microsoft ms11-078 - crit : vuln in net framework and microsoft silverlight could allow r url,negative,neutral
#microsoft stil didnt man access to #metro ap on old netbook #win8 #resolution,negative,neutral
yeh behatreen samay hay pariv honek say the #microsoft #ad in hind preach famy valu to ind get a loc ad ag guy,negative,neutral
#microsoft lynt crash issu on #mac os x 1072 [fixed] - url,negative,negative
[webpronews finance] #yahoo revenu drop attribut to #microsoft deal url,negative,neutral
gre tim to be a famy #microsoft #advertising enr me again url,negative,neutral
rt when u din with a custom u shoukd nev explain abt solv unless he ask mprice-dollars nev lean the conceiv #microsoft #fail,negative,neutral
how #apple eclips #microsoft url from,negative,neutral
so let me get thi straight #microsoft mak window phon microsoft own skyp but ther no #skype ap for window phon,negative,neutral
ouch #microsoft #azure #fail url,negative,neutral
rt how #apple eclips #microsoft | url,negative,neutral
i would be a lot happy if #microsoft word didnt freez every 5 minut,negative,neutral
#google ap vs #microsoft #office 365: it is clear that googl ap should be the top cho url,negative,neutral
#microsoft lynt crash issu on #mac os x 1072 [fixed] - url,negative,negative
if #apple cam out with gam consol (ala xbox 360) that blew the cur play out of wat #microsoft and #sony would be in troubl,negative,neutral
#microsoft licens process is annoy,negative,neutral
#microsoft #adobe los price-dollars5bn to piracy: report url,negative,negative
how #apple eclips #microsoft url,negative,neutral
rt the fact that #microsoft ar us a #qrcode alongsid on of their colo cod show the form is fail opinions…,negative,negative
#microsoft #sbs 2011 dis third party softw #updates via #gpo,negative,neutral
#microsoft ceo stev ballm on not buy yahoo: “sometimes you’re lucky” &lt;url,neutral,neutral
#stage #toulouse #microsoft #net #superboîte #win8 #geeks = url (please rt em-wink,neutral,neutral
project greenwich 2 be releas by #microsoft research let peopl cur their own person hist url,neutral,neutral
rt book publ #microsoft #sharepoint 2010 pow us cookbook: url url,neutral,neutral
#microsoft nat #ergonomic #keyboard 4000 review url,neutral,neutral
print ad dead not with #microsoft #tag on yo ad learn mor her - url,neutral,neutral
rt #patent wars: #google vs #samsung vs #apple vs #motorola vs #microsoft vs #oracle - url,neutral,neutral
apple’ cash bal = price-dollars9 bil surpass the tot op bal of the us govern #rich #apple #google #microsoft #money,neutral,neutral
indee i surv #sqlpass #sqlkilt and a coupl of vend ev :-) i spar #sqlkaraoke my gre voic :-) #microsoft,neutral,neutral
and now pres on #sharepoint upgrad plan at our #sharepoint ecm summit at the #microsoft tech cent,neutral,neutral
#microsoft ’s new “great to be a family” #adverts begin to air includ #office2010 #windows7 and #wp7 url,neutral,neutral
hm cant decid if i should lik it or not #microsoft #omnitouch url,neutral,neutral
#microsoft #wireless #keyboard 3000 review url #wirelesskeyboardandmouse #mousecombos,neutral,neutral
stev ballm peopl nee to be comput sci to fig out how to us #android phon | url #microsoft,neutral,neutral
microsoft annount interact tv for children’s gam & story book #xbox #microsoft #family #fb url,neutral,neutral
rt anyon know wher i can get a fre tri of #microsoft #frontpage for #mac,neutral,neutral
url found artic on url fak #microsoft scam lur us into #granting remot access to pcs,neutral,neutral
im nowh near to be a scientst but thks to stev balm 4 declarng me a scientst been us #android frm last 3yrs #microsoft #google,neutral,neutral
jet car stunt xbox liv gam for window phon releas url #wp7 #xbox #microsoft,neutral,neutral
#job #ict system engin (m/w): planov hum capit ag luzern url #microsoft #it,neutral,irrelevant
#windows8 #microsoft pleas impl a uac prompt when a non elev process drop on elev process instead of fail sil,neutral,neutral
dpr client: partn with #microsoft on #office 365 webin tuesday nov 1 at 10 am et sign up url,neutral,neutral
#microsoft build a funct ‘holodesk’ to interact with digit item url,neutral,neutral
#microsoft ceo #steve_ballmer on not buy #yahoo: “sometimes you’re lucky” url,neutral,neutral
i think theyr refer to the obvy partn between #microsoft and #nokia ak #bing and #navteq,neutral,neutral
club calumo was fun see the vidio calumo blog #denali #microsoft #sqlserver url via,neutral,neutral
check out thi interest blog on tip from #yousendit 4 wht 2 consid when migr 2 #microsoft exchang 2010 url,neutral,neutral
rt @microsoft_edu: qual #education is vit attend #microsoft & #desire2learn sess at #educause url #edu11,neutral,neutral
can join: smal busy spec commun (sbcs) url #microsoft #mpn,neutral,neutral
#microsoft,neutral,neutral
#microsoft ar pat apply persona of celebr to #bing result url,neutral,neutral
rt #microsoft want to transform yo hand into a touchscreen: url via,neutral,neutral
#microsoft extend revenu guar to yahoo: yahoo disclos today that microsoft extended… url,neutral,neutral
#free genuin cop #microsoft #windows 8 pre-beta #os: i don’t know how long it’s been out… url,neutral,neutral
new vert of #cloud intun is available: post on #windows 7 news#microsoft has justurl,neutral,neutral
any surfac touch url #microsoft #technology,neutral,neutral
build window #samsung #slate pc in us #microsoft stor url #msdn #bldwin,neutral,neutral
rt #microsoft research want to turn yo hand into a touchscreen url rt #technology #tech,neutral,neutral
tomorrow at #sapteched bangalore: #sap & #microsoft build ap for both world w #duetenterprise & #sapgateway url,neutral,neutral
rt #intervate win the port and collab partn of the year 2011 #microsoft #techedafrica,neutral,neutral
i vouch for you in #programmer #microsoft engin and #ethical hack on connectm url,neutral,neutral
high tech direct of busy develop *selling consult services* #oracle #microsoft #sap #sanfrancisco #jobs url,neutral,neutral
rt follow for insight on #microsoft solv which driv produc for peopl and their org,neutral,neutral
cnet » #microsoft #omnitouch allow multitouch input on arbit everyday surfac » url url,neutral,neutral
microsoft releas develop preview of project roslyn compil url #microsoft #beta,neutral,neutral
#microsoft detail #windows8s new start screen search url,neutral,neutral
ballm on not buy yahoo: url #microsoft #yahoo #skype #xbox #google #bing #ballmer,neutral,neutral
just saw my bud of credit agricol sec interview by cov #microsoft you rock it ed #fb,neutral,neutral
cre #pareto chart us #microsoft #excel url,neutral,neutral
rt jet car stunt xbox liv gam for window phon releas url #wp7 #xbox #microsoft,neutral,neutral
#mindtree introduc mpromo #tradepromotion solv on #microsoft #azure url #cpg #cgt,neutral,neutral
kickoff tomorrow 10/20 at san diego #microsoft stor at 6:00pm url or ping me,neutral,neutral
suppos microsoft had bought sir - forb url #apple #microsoft #siri #msft,neutral,neutral
#microsoft news: #sqlserver licens wil be diff from december2011 | #office365 and #azure wil be avail in #algeria in 2013,neutral,neutral
#microsoft #cloud microsoft - capt the cloud: through the rooky vet and all-star tier provid url #tcn,neutral,neutral
rt tool to allow us to apply #dataquality rul direct from ms excel learn mor url,neutral,neutral
#microsoft build a funct holodesk to interact with digit item - url via,neutral,neutral
the way you can understand al of the soc med is as the cre of a new kind of publ spac #microsoft,neutral,neutral
icloud control panel for windows: url #win7 #windows7 #apple #ipad #iphone #ipod #iphone4s #microsoft #icloud,neutral,neutral
new post: touch everywh url #microsoft #research #touch,neutral,neutral
rt #microsoft ceo stev ballm on not buy #yahoo: sometim yo lucky - url,neutral,neutral
rt ballm on nokia: real look forward to bunch of new dev next week #nokia #microsoft #wp7 url,neutral,neutral
rt linq to #hpc: #microsoft clos in on del it own #hadoop competit url #dryad #bigdata via,neutral,neutral
zero-day exploit ar low in numb but pos big threat expert say: url #microsoft #itsecurity,neutral,neutral
night at the roxbury with gat and ballm url #funny #video #gates #ballmer #microsoft,neutral,neutral
rt #microsofts supply #sustainability mov & the effect it could hav on #plastics company url,neutral,neutral
gartn bi 2011: microsoft and orac url #gartner #bi # orac #microsoft,neutral,neutral
#hp virtualsystem for #microsoft is the latest solv from hp & microsoft url #hpci,neutral,neutral
#microsoft annount off sql serv driv for #linux - url #sqlserver,neutral,neutral
#microsoft excel tips: how to altern the col between row #tips url,neutral,neutral
check out thi gre blog w/ tip from #yousendit - what 2 consid when migr 2 #microsoft exchang 2010 url,neutral,neutral
stev ballmer: #nokia to rev multipl #windows phon dev next week #microsoft may mak their own - url,neutral,neutral
microsoft stev ballm attack android phon url #android #microsoft #steveballmer #google,neutral,neutral
see how you can sav 40% on doz of #microsoft #certification pract exam url via,neutral,neutral
googl doc pres mak powerpoint weep beg for mercy url via #google #powerpoint #microsoft #haha,neutral,neutral
#microsoft #cloud gsa los price-dollars5 bil cloud contract fight: googl rec drop a cas against the d url #tcn,neutral,neutral
nok 800 “searay” window phon press shot leak url #microsoft #windows,neutral,neutral
microsoft apply for celebr search pat #microsoft #bing url,neutral,neutral
#teamfollowback -microsoft expand window phon marketplac to ind #microsoft #windowsphone #india,neutral,neutral
first step to holograph us interfac url #microsoft #research,neutral,neutral
#intervate win cont man partn of the year 2011 #microsoft #techedafrica,neutral,neutral
gre now #skype is a part of #microsoft stack url,neutral,neutral
get rid of that tangl mess behind yo comput desk with thi #microsoft wireless mous and keyboard: url,neutral,neutral
rt op letter: stev ballm pleas retir - forb - pleas retweet #msft nee a techy lead url,neutral,neutral
microsoft roslyn ctp is fin outcheck it out url #roslyn #visualstudio #compiler #csharp #net #microsoft,neutral,neutral
228mb for what is bas a glor chat cli oh microsoft #lync #microsoft url,neutral,neutral
metro (design language) url microsoft took inspir from king county metro #microsoft #metro #windows8 #bus,neutral,neutral
#microsoft research want to turn yo hand into a touchscreen url,neutral,neutral
#microsoft window serv 2008 r2 enterpr oem #preisvergleich url bewertung softline24 #test #microsoft,neutral,neutral
#microsoft mak every surfac a touch screen url #touch #gesture,neutral,neutral
isnt thi a littl too much url #xbox #microsoft #technology,neutral,neutral
rt guy from #microsoft tel #startpack develop about how to integr with #systemcenter via web serv url,neutral,neutral
cloud new - infosy boost it cloud solv with microsoft partn - url - #cloud #microsoft #azure,neutral,neutral
1st publ test releas for the roslyn project url giv ap to the c# compil (and vis bas but em-wink #microsoft,neutral,neutral
#microsoft apply for celebr search #patent #bing-o url #hermancainco direct you to#ronpaul url,neutral,neutral
nee info - #microsoft #crm - then check thi out - url,neutral,neutral
dear #microsoft - seiz the mom - foc on develop windows7 phon for enterpr solv success wher #rim is fail,neutral,neutral
#microsoft show touch screen for any surfac | nanotech - the circuit blog - cnet new url via,neutral,neutral
surv branch apply & bas hybrid gateway for #microsoft #lync and off commun serv url #audiocodes,neutral,neutral
how to instal window 7 – what to do bef start [part 2]: url via #win7 #tech #software #backup #microsoft,neutral,neutral
#itasum11 - gadget url - the new way to mak inspir and stim learn #edugeek #kinext #microsoft,neutral,neutral
on the blog we discuss #microsoft embrac of #apache #hadoop for big dat - url #opensource #bigdata #it,neutral,neutral
microsoft stor giv away fre window phon dev with price-dollars spend url #microsoft #windows,neutral,neutral
#microsoft annount sp3 for #office2007 and #sharepoint2007,neutral,neutral
microsoft op the spigot window phon mango avail to al #microsoft #windowsphone url #neowin,neutral,neutral
#kinect mak learn play with help from sesam street and nat geograph url geni ide em-wink #microsoft,neutral,neutral
#microsoft 1st ev glob ad campaign:great ful circ foc on integr produc connect and glob relev url,neutral,neutral
rt eng w &gt;40 custom #sharepoint ecm summit at the #microsoft,neutral,neutral
ms busy intellig develop studio wher u cre ssrs report and ssi pack wond world of #microsoft em-smile,neutral,neutral
ar you an digit expert or an onlin am - url #microsoft,neutral,neutral
a web serv develop by #microsoft research let peopl cur their own person hist | url,neutral,neutral
rt microsoft apply for celebr search pat #microsoft #bing url,neutral,neutral
microsoft ceo say company got lucky when yahoo deal fel apart #microsoft #steveballmer url,neutral,neutral
rt jet car stunt xbox liv gam for window phon releas url #wp7 #xbox #microsoft,neutral,neutral
us a #touchscreen through yo pocket mad poss by #microsoft #pockettouch: hav you… url,neutral,neutral
microsoft stor giv away fre window phon dev with price-dollars spend #microsoft #wp7 #free #msftstore url,neutral,neutral
sign up for onlin #microsoft #hyperv #virtualization 70-659 train on nov 2 it is price-dollars has a price-dollars exam vouch url,neutral,neutral
microsoft apply for celebr search pat #microsoft #bing url,neutral,neutral
#microsoft and #nokia annount suit of ‘microsoft apps’ for nokia’s symb bel platform url #wp7 #wp75,neutral,neutral
test window 8 develop preview #microsoft,neutral,neutral
learn how to keep microsoft #exchange cost low today at 11am pac win with #microsoft and #netapp webcast url,neutral,neutral
if #microsoft earn disappoint blam consum pc sal - url via,neutral,neutral
excit news: #microsoft nam a man partn in the high pot isv group url #sharepoint,neutral,neutral
microsoft giv away fre window phon with a price-dollars purchas url #microsoft #windows_phone,neutral,neutral
#microsoft annount two new xbox 360 holiday bundl url,neutral,neutral
freesoftwarefound publ warn of dang of impl #microsoft #restrictedboot w/o #uefi url #anonymous #usdor,neutral,neutral
microsoft ceo stev ballm crit the us friend of android #android #google #microsoft #wp7 url,neutral,neutral
microsoft turn yo body into a touchscreen url #microsoft,neutral,neutral
funny #billgates #aprons w/google #1 rank #ltcartoon “got #microsoft“ url #humor #foodie #microsoft,neutral,neutral
technolog 4 startup britain week: attract custom with seo and ppc url #microsoft,neutral,neutral
#microsofts plan for bring it #bi tool to io android and window 8 dev url read mor at url,neutral,neutral
#microsoft codenam dat expl ctp com next mon url #sqlserver #sql2012 #sqlazure,neutral,neutral
rt #ballmer say that #microsoft dodg a bullet when it fail to acquir #yahoo in 2008 | wish 1 of my ex-employers was,neutral,neutral
microsoft excel: how to altern the col between row - url #microsoft,neutral,neutral
if you miss it : #microsoft work on ‘pockettouch’ dev input through cloth url,neutral,neutral
rumor: new screen siz spec com to window phon #windowsphone #microsoft url #microsoft,neutral,neutral
new innot it program com to #dubai feat and #microsoft qual url rt pleas,neutral,neutral
why do linux fan want to mak window 8 less sec url #linux #microsoft,neutral,neutral
amaz that at #microsoft #techedafrica everyon is run io phon,neutral,neutral
#hpvirtualsystem for #microsoft latest from the price-dollars mil i2a in #hpci #cloudcomputing url,neutral,neutral
fre microsoft adc credit url #webhostingcoupon #adcenter #credits #free #microsoft,neutral,neutral
the scribble sharepoint blog: sharepoint 2013 workflow mayb microsoft can buy nintex #microsoft #sharepoint #sp210 #workflow #nintex,neutral,neutral
hard for balm to get excit ov android phon becaus #microsoft isnt collect enough royal yet #isaidit,neutral,neutral
rt #microsoft #edu microsoft kinect bring play learn to the xbox 360 - the guard url,neutral,neutral
ballm mock android prom a “bunch of new” nok window phon next week [video] url #microsoft #windows,neutral,neutral
microsoft ballm trash android tout skyp url #microsoft #skype #android,neutral,irrelevant
not ev the durb rain can stop the part prim circ rock #microsoft #techedafrica,neutral,neutral
#jaccusedz rt the entrepr vert of #microsoft #office365 is not avail yet in #algeria url,neutral,neutral
rt #microsoft codenam dat expl ctp com next mon url #sqlserver #sql2012 #sqlazure,neutral,neutral
rt search govern in #sharepoint 2010 url #microsoft,neutral,neutral
check thi video out -- sesam street and nat geo tv com to kinect url #xbox #kinect #microsoft,neutral,neutral
microsoft stev ballm attack android phon url #windows #android #microsoft #google,neutral,neutral
#evolutionofit #cloud ev can any #microsoft or folk help cre us a window az pass ex blaz,neutral,neutral
#apple #facebook #microsoft hahahahah url,neutral,neutral
ballmer: we’r beat googl in the cloud url #ballmer #google #microsoft #cloud,neutral,neutral
rt stev ballm slam android #microsoft #steveballmer url #neowin,neutral,neutral
at the #vmworld party look good but i wond who ar the bet dancers; #vmware or #microsoft employ ;-),neutral,neutral
#microsoft ind webcast liv on cloud man with system cent ap control codenam “concero” url #cloud,neutral,neutral
#microsoft discontinu produc nam #ensemble studio on octob 14 2011 review and comment: url,neutral,neutral
#microsofts ballm trash android tout skyp url,neutral,neutral
microsoft kinect bring play learn to the xbox 360 url #microsoft #kinect #xbox #socialmedia,neutral,neutral
ballm on not buy yahoo: “sometimes you’re lucky”: speak today at web 20 #microsoft… url,neutral,neutral
book publ #microsoft #sharepoint 2010 pow us cookbook: url url,neutral,neutral
new #hpvirtualsystem 4 #microsoft enh develop deploy & mgmnt of it url,neutral,neutral
report in #microsoft dynam #ax2012 url,neutral,neutral
#microsofts kinect bring play learn to the xbox 360 url,neutral,neutral
good sum of plan upd to #microsoft #cloud serv in q4 - #sharepoint onlin #office365 #crm #azure url,neutral,neutral
stev ballmer: bunch of new nok window phon com next week url via #wp7 #nokia #microsoft,neutral,neutral
im chillin in #microsoft common at #cio summit url,neutral,neutral
rt we strongly recommend stud that ar follow us to sign up for the #imaginecup 2012 contest url #micr,neutral,neutral
rt suppos microsoft had bought sir - forb url #apple #microsoft #siri #msft,neutral,neutral
lunch today: 1900 eat it at #microsoft whil attend #vslive priceless,positive,neutral
microsoft explain new improv in window 8 start screen search: url #buildingwindows8 #tech #microsoft,positive,neutral
is #google down url via good for #bing #microsoft ’s invest pay off,positive,neutral
#microsoft detail search improv in #windows 8 start screen url,positive,neutral
thi is how char work thes day url #billgates #philanthropy #microsoft,positive,neutral
microsoft stor off up fre window phon 7 dev #microsoft #microsoftstores url #neowin,positive,neutral
window runtim and net: bet togeth url #dotnet #dev #winrt #microsoft,positive,neutral
#yahoo up 4 sal - again yr back #microsoft almost bought it & now glad it didnt thi could b deal of the year that dos hap,positive,neutral
i becam a #citizenship #member at @microsoft thank #god em-smile #mspegypt #microsoft,positive,neutral
#microsoft pres #omnitouch - url - very impress and fut technolog,positive,neutral
&lt;3 u #microsoft,positive,neutral
#microsoft detail search improv in window 8 start screen url,positive,neutral
#microsoft #cloud microsoft off stud fre access to it technolog to improv employability: dub url #tcn,positive,neutral
anoth gem from #microsoft - cur yo person hist with project greenwich avail lat thi mon url,positive,neutral
v impress w/ im composit edit from for cre panorama from individ im url tx #microsoft,positive,neutral
wp7 is get there: #microsoft claw back to smartphon relevance: rich jaroslovsky - bloomberg url via,positive,neutral
#microsoft #opens the door to two #spanish #entrepreneurs with #medical #project url,positive,neutral
window phon 75 mango upd process ahead of schedule url #microsoft #windowsphone #mango,positive,neutral
microsoft stor off up fre window phon 7 dev #microsoft #microsoftstores url,positive,neutral
just particip in anoth #microsoft #sqlserver cert test with #tsql typ instead of multipl cho real cool,positive,neutral
#microsoft #research show #holodesk awesom the holodeck is on step clos bitly/pcmjon #kinect /via,positive,neutral
welcom skyp to the #microsoft famy we can do amaz thing togeth url #welcomeskype,positive,neutral
wil watch thi on with interest rt #microsoft codenam dat expl ctp com url via,positive,neutral
de es gent q acab de leer el libro vió un definición médica y la pon en #twitter _ #wevatotal,irrelevant,irrelevant
waa ya tien #twitter wuahahahah,irrelevant,irrelevant
as indireta ta solt hoj ness #twitter uahsuahsuas e so pra el s2,irrelevant,irrelevant
de verd qe si me he sentidoo rar est un dia sin mucho #twitter :b,irrelevant,irrelevant
#twitter est loco,irrelevant,irrelevant
saino ak #twitter,irrelevant,irrelevant
¡#twitter tribun está dispon url,irrelevant,irrelevant
